LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,deficit_pc,Flag Codes
USA,GGNLEND,TOT,PC_GDP,A,2002,-5.299651312,
USA,GGNLEND,TOT,PC_GDP,A,2003,-6.413360125,
USA,GGNLEND,TOT,PC_GDP,A,2004,-5.776685746,
USA,GGNLEND,TOT,PC_GDP,A,2005,-4.448604575,
USA,GGNLEND,TOT,PC_GDP,A,2006,-3.333656783,
USA,GGNLEND,TOT,PC_GDP,A,2007,-3.985466023,
USA,GGNLEND,TOT,PC_GDP,A,2008,-7.37098379,
USA,GGNLEND,TOT,PC_GDP,A,2009,-13.12634553,
USA,GGNLEND,TOT,PC_GDP,A,2010,-12.42701073,
USA,GGNLEND,TOT,PC_GDP,A,2011,-10.99627919,
USA,GGNLEND,TOT,PC_GDP,A,2012,-9.219377568,
USA,GGNLEND,TOT,PC_GDP,A,2013,-5.822576679,
USA,GGNLEND,TOT,PC_GDP,A,2014,-5.194036626,
USA,GGNLEND,TOT,PC_GDP,A,2015,-4.590372371,
USA,GGNLEND,TOT,PC_GDP,A,2016,-5.353715469,
USA,GGNLEND,TOT,PC_GDP,A,2017,-4.294263874,
USA,GGNLEND,TOT,PC_GDP,A,2018,-6.222989617,
USA,GGNLEND,TOT,PC_GDP,A,2019,-6.620934805,
CHL,GGNLEND,TOT,PC_GDP,A,2003,-0.189104524,
CHL,GGNLEND,TOT,PC_GDP,A,2004,2.769242055,
CHL,GGNLEND,TOT,PC_GDP,A,2005,5.023067711,
CHL,GGNLEND,TOT,PC_GDP,A,2006,7.383669806,
CHL,GGNLEND,TOT,PC_GDP,A,2007,7.739157796,
CHL,GGNLEND,TOT,PC_GDP,A,2008,4.667511017,
CHL,GGNLEND,TOT,PC_GDP,A,2009,-4.043975952,
CHL,GGNLEND,TOT,PC_GDP,A,2010,-0.169286702,
CHL,GGNLEND,TOT,PC_GDP,A,2011,1.285148631,
CHL,GGNLEND,TOT,PC_GDP,A,2012,0.542586918,
CHL,GGNLEND,TOT,PC_GDP,A,2013,-0.522074504,
CHL,GGNLEND,TOT,PC_GDP,A,2014,-1.512796273,
CHL,GGNLEND,TOT,PC_GDP,A,2015,-2.047754983,
CHL,GGNLEND,TOT,PC_GDP,A,2016,-2.636673892,
CHL,GGNLEND,TOT,PC_GDP,A,2017,-2.789230218,
CHL,GGNLEND,TOT,PC_GDP,A,2018,-1.621095415,
CHN,GGNLEND,TOT,PC_GDP,A,1992,-0.273468312,
CHN,GGNLEND,TOT,PC_GDP,A,1993,-1.168213,
CHN,GGNLEND,TOT,PC_GDP,A,1994,-3.407652943,
CHN,GGNLEND,TOT,PC_GDP,A,1995,-2.966980823,
CHN,GGNLEND,TOT,PC_GDP,A,1996,-2.479547119,
CHN,GGNLEND,TOT,PC_GDP,A,1997,-3.094952932,
CHN,GGNLEND,TOT,PC_GDP,A,1998,-4.869275079,
CHN,GGNLEND,TOT,PC_GDP,A,1999,-6.181203685,
CHN,GGNLEND,TOT,PC_GDP,A,2000,-7.80029974,
CHN,GGNLEND,TOT,PC_GDP,A,2001,-6.817099792,
CHN,GGNLEND,TOT,PC_GDP,A,2002,-4.710399721,
CHN,GGNLEND,TOT,PC_GDP,A,2003,-4.062495736,
CHN,GGNLEND,TOT,PC_GDP,A,2004,-0.908069392,
CHN,GGNLEND,TOT,PC_GDP,A,2005,-0.474608521,
CHN,GGNLEND,TOT,PC_GDP,A,2006,0.822040029,
CHN,GGNLEND,TOT,PC_GDP,A,2007,2.943839188,
CHN,GGNLEND,TOT,PC_GDP,A,2008,1.265494943,
CHN,GGNLEND,TOT,PC_GDP,A,2009,0.135126368,
CHN,GGNLEND,TOT,PC_GDP,A,2010,1.478862931,
CHN,GGNLEND,TOT,PC_GDP,A,2011,1.483663135,
CHN,GGNLEND,TOT,PC_GDP,A,2012,1.270970032,
CHN,GGNLEND,TOT,PC_GDP,A,2013,0.75814376,
CHN,GGNLEND,TOT,PC_GDP,A,2014,0.686596282,
CHN,GGNLEND,TOT,PC_GDP,A,2015,-0.872315281,
CHN,GGNLEND,TOT,PC_GDP,A,2016,-2.733367407,
EST,GGNLEND,TOT,PC_GDP,A,1995,1.049550283,
EST,GGNLEND,TOT,PC_GDP,A,1996,-0.348254535,
EST,GGNLEND,TOT,PC_GDP,A,1997,2.123909586,
EST,GGNLEND,TOT,PC_GDP,A,1998,-0.757889165,
EST,GGNLEND,TOT,PC_GDP,A,1999,-3.296551652,
EST,GGNLEND,TOT,PC_GDP,A,2000,-0.06796365,
EST,GGNLEND,TOT,PC_GDP,A,2001,0.198792446,
EST,GGNLEND,TOT,PC_GDP,A,2002,0.417766562,
EST,GGNLEND,TOT,PC_GDP,A,2003,1.794770836,
EST,GGNLEND,TOT,PC_GDP,A,2004,2.395604036,
EST,GGNLEND,TOT,PC_GDP,A,2005,1.125571411,
EST,GGNLEND,TOT,PC_GDP,A,2006,2.89221911,
EST,GGNLEND,TOT,PC_GDP,A,2007,2.741063768,
EST,GGNLEND,TOT,PC_GDP,A,2008,-2.644503086,
EST,GGNLEND,TOT,PC_GDP,A,2009,-2.178469771,
EST,GGNLEND,TOT,PC_GDP,A,2010,0.188386142,
EST,GGNLEND,TOT,PC_GDP,A,2011,1.075511387,
EST,GGNLEND,TOT,PC_GDP,A,2012,-0.284752913,
EST,GGNLEND,TOT,PC_GDP,A,2013,0.179158814,
EST,GGNLEND,TOT,PC_GDP,A,2014,0.703171823,
EST,GGNLEND,TOT,PC_GDP,A,2015,0.142910657,
EST,GGNLEND,TOT,PC_GDP,A,2016,-0.408545013,
EST,GGNLEND,TOT,PC_GDP,A,2017,-0.718844048,
EST,GGNLEND,TOT,PC_GDP,A,2018,-0.503130317,
EST,GGNLEND,TOT,PC_GDP,A,2019,0.076478743,
ISR,GGNLEND,TOT,PC_GDP,A,1995,-9.480768692,
ISR,GGNLEND,TOT,PC_GDP,A,1996,-10.62470092,
ISR,GGNLEND,TOT,PC_GDP,A,1997,-9.370378378,
ISR,GGNLEND,TOT,PC_GDP,A,1998,-7.265986731,
ISR,GGNLEND,TOT,PC_GDP,A,1999,-3.337135143,
ISR,GGNLEND,TOT,PC_GDP,A,2000,-0.919207096,
ISR,GGNLEND,TOT,PC_GDP,A,2001,-3.926198836,
ISR,GGNLEND,TOT,PC_GDP,A,2002,-8.190431439,
ISR,GGNLEND,TOT,PC_GDP,A,2003,-4.96149766,
ISR,GGNLEND,TOT,PC_GDP,A,2004,-3.495762485,
ISR,GGNLEND,TOT,PC_GDP,A,2005,-2.653767924,
ISR,GGNLEND,TOT,PC_GDP,A,2006,-0.919254094,
ISR,GGNLEND,TOT,PC_GDP,A,2007,-0.255302602,
ISR,GGNLEND,TOT,PC_GDP,A,2008,-3.35581471,
ISR,GGNLEND,TOT,PC_GDP,A,2009,-6.259434104,
ISR,GGNLEND,TOT,PC_GDP,A,2010,-3.445932384,
ISR,GGNLEND,TOT,PC_GDP,A,2011,-2.939305359,
ISR,GGNLEND,TOT,PC_GDP,A,2012,-4.361064371,
ISR,GGNLEND,TOT,PC_GDP,A,2013,-4.070533641,
ISR,GGNLEND,TOT,PC_GDP,A,2014,-2.353834082,
ISR,GGNLEND,TOT,PC_GDP,A,2015,-1.062145575,
ISR,GGNLEND,TOT,PC_GDP,A,2016,-1.435628503,
ISR,GGNLEND,TOT,PC_GDP,A,2017,-1.095549605,
ISR,GGNLEND,TOT,PC_GDP,A,2018,-3.564094646,
ISR,GGNLEND,TOT,PC_GDP,A,2019,-3.940885397,
RUS,GGNLEND,TOT,PC_GDP,A,2011,2.953332429,
RUS,GGNLEND,TOT,PC_GDP,A,2012,1.753766714,
RUS,GGNLEND,TOT,PC_GDP,A,2013,-0.567405881,
RUS,GGNLEND,TOT,PC_GDP,A,2014,-2.247388383,
RUS,GGNLEND,TOT,PC_GDP,A,2015,-1.392087567,
RUS,GGNLEND,TOT,PC_GDP,A,2016,-2.453527756,
RUS,GGNLEND,TOT,PC_GDP,A,2017,-0.634077374,
RUS,GGNLEND,TOT,PC_GDP,A,2018,3.181347172,
SVN,GGNLEND,TOT,PC_GDP,A,1995,-8.144550131,
SVN,GGNLEND,TOT,PC_GDP,A,1996,-1.093224223,
SVN,GGNLEND,TOT,PC_GDP,A,1997,-2.306688227,
SVN,GGNLEND,TOT,PC_GDP,A,1998,-2.325923354,
SVN,GGNLEND,TOT,PC_GDP,A,1999,-2.971652006,
SVN,GGNLEND,TOT,PC_GDP,A,2000,-3.644889195,
SVN,GGNLEND,TOT,PC_GDP,A,2001,-4.450398297,
SVN,GGNLEND,TOT,PC_GDP,A,2002,-2.37436471,
SVN,GGNLEND,TOT,PC_GDP,A,2003,-2.594656463,
SVN,GGNLEND,TOT,PC_GDP,A,2004,-1.941004076,
SVN,GGNLEND,TOT,PC_GDP,A,2005,-1.324170339,
SVN,GGNLEND,TOT,PC_GDP,A,2006,-1.230962381,
SVN,GGNLEND,TOT,PC_GDP,A,2007,-0.048998316,
SVN,GGNLEND,TOT,PC_GDP,A,2008,-1.393789363,
SVN,GGNLEND,TOT,PC_GDP,A,2009,-5.812915362,
SVN,GGNLEND,TOT,PC_GDP,A,2010,-5.599677857,
SVN,GGNLEND,TOT,PC_GDP,A,2011,-6.62933839,
SVN,GGNLEND,TOT,PC_GDP,A,2012,-3.9947111,
SVN,GGNLEND,TOT,PC_GDP,A,2013,-14.57864615,
SVN,GGNLEND,TOT,PC_GDP,A,2014,-5.507192708,
SVN,GGNLEND,TOT,PC_GDP,A,2015,-2.847482985,
SVN,GGNLEND,TOT,PC_GDP,A,2016,-1.919113584,
SVN,GGNLEND,TOT,PC_GDP,A,2017,-0.064101677,
SVN,GGNLEND,TOT,PC_GDP,A,2018,0.73534256,
SVN,GGNLEND,TOT,PC_GDP,A,2019,0.515279862,
ZAF,GGNLEND,TOT,PC_GDP,A,1995,-4.704098462,
ZAF,GGNLEND,TOT,PC_GDP,A,1996,-5.500062243,
ZAF,GGNLEND,TOT,PC_GDP,A,1997,-6.068549047,
ZAF,GGNLEND,TOT,PC_GDP,A,1998,-4.234840309,
ZAF,GGNLEND,TOT,PC_GDP,A,1999,-3.028320952,
ZAF,GGNLEND,TOT,PC_GDP,A,2000,-3.262941656,
ZAF,GGNLEND,TOT,PC_GDP,A,2001,-2.026872018,
ZAF,GGNLEND,TOT,PC_GDP,A,2002,-2.725372043,
ZAF,GGNLEND,TOT,PC_GDP,A,2003,-3.637972312,
ZAF,GGNLEND,TOT,PC_GDP,A,2004,-3.74090069,
ZAF,GGNLEND,TOT,PC_GDP,A,2005,-2.306109974,
ZAF,GGNLEND,TOT,PC_GDP,A,2006,0.147874307,
ZAF,GGNLEND,TOT,PC_GDP,A,2007,0.833324642,
ZAF,GGNLEND,TOT,PC_GDP,A,2008,-1.737860074,
ZAF,GGNLEND,TOT,PC_GDP,A,2009,-3.854204509,
ZAF,GGNLEND,TOT,PC_GDP,A,2010,-3.278779713,
ZAF,GGNLEND,TOT,PC_GDP,A,2011,-2.475023728,
ZAF,GGNLEND,TOT,PC_GDP,A,2012,-3.596164644,
ZAF,GGNLEND,TOT,PC_GDP,A,2013,-3.563322885,
ZAF,GGNLEND,TOT,PC_GDP,A,2014,-3.836720834,
ZAF,GGNLEND,TOT,PC_GDP,A,2015,-3.68101587,
ZAF,GGNLEND,TOT,PC_GDP,A,2016,-3.36482966,
ZAF,GGNLEND,TOT,PC_GDP,A,2017,-3.808144715,
ZAF,GGNLEND,TOT,PC_GDP,A,2018,-3.363686823,
ZAF,GGNLEND,TOT,PC_GDP,A,2019,-4.883411398,
EA,GGNLEND,TOT,PC_GDP,A,1995,-7.33263437,
EA,GGNLEND,TOT,PC_GDP,A,1996,-4.361895276,
EA,GGNLEND,TOT,PC_GDP,A,1997,-3.052090568,
EA,GGNLEND,TOT,PC_GDP,A,1998,-2.445627737,
EA,GGNLEND,TOT,PC_GDP,A,1999,-1.513679965,
EA,GGNLEND,TOT,PC_GDP,A,2000,-1.272744533,
EA,GGNLEND,TOT,PC_GDP,A,2001,-1.957612465,
EA,GGNLEND,TOT,PC_GDP,A,2002,-2.672855053,
EA,GGNLEND,TOT,PC_GDP,A,2003,-3.092381764,
EA,GGNLEND,TOT,PC_GDP,A,2004,-2.866326609,
EA,GGNLEND,TOT,PC_GDP,A,2005,-2.591357379,
EA,GGNLEND,TOT,PC_GDP,A,2006,-1.509049845,
EA,GGNLEND,TOT,PC_GDP,A,2007,-0.637291771,
EA,GGNLEND,TOT,PC_GDP,A,2008,-2.156114973,
EA,GGNLEND,TOT,PC_GDP,A,2009,-6.232781767,
EA,GGNLEND,TOT,PC_GDP,A,2010,-6.27257137,
EA,GGNLEND,TOT,PC_GDP,A,2011,-4.230019732,
EA,GGNLEND,TOT,PC_GDP,A,2012,-3.707781022,
EA,GGNLEND,TOT,PC_GDP,A,2013,-3.012816341,
EA,GGNLEND,TOT,PC_GDP,A,2014,-2.461127824,
EA,GGNLEND,TOT,PC_GDP,A,2015,-1.974012696,
EA,GGNLEND,TOT,PC_GDP,A,2016,-1.469119392,
EA,GGNLEND,TOT,PC_GDP,A,2017,-0.92934233,
EA,GGNLEND,TOT,PC_GDP,A,2018,-0.461784313,E
EA,GGNLEND,TOT,PC_GDP,A,2019,-0.620670201,E
NZL,GGNLEND,TOT,PC_GDP,A,1986,-5.63401377,
NZL,GGNLEND,TOT,PC_GDP,A,1987,-1.30279129,
NZL,GGNLEND,TOT,PC_GDP,A,1988,-3.785000283,
NZL,GGNLEND,TOT,PC_GDP,A,1989,-2.691579018,
NZL,GGNLEND,TOT,PC_GDP,A,1990,-3.951619468,
NZL,GGNLEND,TOT,PC_GDP,A,1991,-3.035690785,
NZL,GGNLEND,TOT,PC_GDP,A,1992,-2.582423476,
NZL,GGNLEND,TOT,PC_GDP,A,1993,-0.215368222,
NZL,GGNLEND,TOT,PC_GDP,A,1994,2.898601902,
NZL,GGNLEND,TOT,PC_GDP,A,1995,2.700507087,
NZL,GGNLEND,TOT,PC_GDP,A,1996,2.776283123,
NZL,GGNLEND,TOT,PC_GDP,A,1997,1.275170539,
NZL,GGNLEND,TOT,PC_GDP,A,1998,0.223325782,
NZL,GGNLEND,TOT,PC_GDP,A,1999,0.031546689,
NZL,GGNLEND,TOT,PC_GDP,A,2000,1.93597243,
NZL,GGNLEND,TOT,PC_GDP,A,2001,1.668298216,
NZL,GGNLEND,TOT,PC_GDP,A,2002,3.624259326,
NZL,GGNLEND,TOT,PC_GDP,A,2003,3.69302155,
NZL,GGNLEND,TOT,PC_GDP,A,2004,4.107635272,
NZL,GGNLEND,TOT,PC_GDP,A,2005,4.763939437,
NZL,GGNLEND,TOT,PC_GDP,A,2006,5.29971396,
NZL,GGNLEND,TOT,PC_GDP,A,2007,4.406727272,
NZL,GGNLEND,TOT,PC_GDP,A,2008,0.606438022,
NZL,GGNLEND,TOT,PC_GDP,A,2009,-2.65062839,
NZL,GGNLEND,TOT,PC_GDP,A,2010,-6.710856586,
NZL,GGNLEND,TOT,PC_GDP,A,2011,-3.947311348,
NZL,GGNLEND,TOT,PC_GDP,A,2012,-2.036852439,
NZL,GGNLEND,TOT,PC_GDP,A,2013,-0.370090037,
NZL,GGNLEND,TOT,PC_GDP,A,2014,0.311159187,
NZL,GGNLEND,TOT,PC_GDP,A,2015,0.427539751,
NZL,GGNLEND,TOT,PC_GDP,A,2016,1.284376359,
NZL,GGNLEND,TOT,PC_GDP,A,2017,1.668348989,
NZL,GGNLEND,TOT,PC_GDP,A,2018,1.191747549,
BRA,GGNLEND,TOT,PC_GDP,A,2000,-4.854255938,
BRA,GGNLEND,TOT,PC_GDP,A,2001,-6.522336511,
BRA,GGNLEND,TOT,PC_GDP,A,2002,-6.14244914,
BRA,GGNLEND,TOT,PC_GDP,A,2003,-4.751068458,
BRA,GGNLEND,TOT,PC_GDP,A,2004,-2.962327363,
BRA,GGNLEND,TOT,PC_GDP,A,2005,-2.781693115,
BRA,GGNLEND,TOT,PC_GDP,A,2006,-4.502314025,
BRA,GGNLEND,TOT,PC_GDP,A,2007,-4.666093006,
BRA,GGNLEND,TOT,PC_GDP,A,2008,-2.740302117,
BRA,GGNLEND,TOT,PC_GDP,A,2009,-4.476424851,
BRA,GGNLEND,TOT,PC_GDP,A,2010,-2.959998168,
BRA,GGNLEND,TOT,PC_GDP,A,2011,-2.538946554,
BRA,GGNLEND,TOT,PC_GDP,A,2012,-2.317914081,
BRA,GGNLEND,TOT,PC_GDP,A,2013,-3.308938617,
BRA,GGNLEND,TOT,PC_GDP,A,2014,-5.87713726,
BRA,GGNLEND,TOT,PC_GDP,A,2015,-7.750959132,
BRA,GGNLEND,TOT,PC_GDP,A,2016,-7.152042452,
BRA,GGNLEND,TOT,PC_GDP,A,2017,-7.063556045,
BRA,GGNLEND,TOT,PC_GDP,A,2018,-6.128403183,
LVA,GGNLEND,TOT,PC_GDP,A,1995,-1.428646784,
LVA,GGNLEND,TOT,PC_GDP,A,1996,-0.420960543,
LVA,GGNLEND,TOT,PC_GDP,A,1997,1.414456806,
LVA,GGNLEND,TOT,PC_GDP,A,1998,0.028791629,
LVA,GGNLEND,TOT,PC_GDP,A,1999,-3.736401063,
LVA,GGNLEND,TOT,PC_GDP,A,2000,-2.726886044,
LVA,GGNLEND,TOT,PC_GDP,A,2001,-1.947955779,
LVA,GGNLEND,TOT,PC_GDP,A,2002,-2.322552798,
LVA,GGNLEND,TOT,PC_GDP,A,2003,-1.56790984,
LVA,GGNLEND,TOT,PC_GDP,A,2004,-1.188178518,
LVA,GGNLEND,TOT,PC_GDP,A,2005,-0.480743511,
LVA,GGNLEND,TOT,PC_GDP,A,2006,-0.530830728,
LVA,GGNLEND,TOT,PC_GDP,A,2007,-0.560489896,
LVA,GGNLEND,TOT,PC_GDP,A,2008,-4.264286328,
LVA,GGNLEND,TOT,PC_GDP,A,2009,-9.578793382,
LVA,GGNLEND,TOT,PC_GDP,A,2010,-8.646411475,
LVA,GGNLEND,TOT,PC_GDP,A,2011,-4.148686827,
LVA,GGNLEND,TOT,PC_GDP,A,2012,-1.402903153,
LVA,GGNLEND,TOT,PC_GDP,A,2013,-1.211366297,
LVA,GGNLEND,TOT,PC_GDP,A,2014,-1.584193384,
LVA,GGNLEND,TOT,PC_GDP,A,2015,-1.418882443,
LVA,GGNLEND,TOT,PC_GDP,A,2016,0.153349994,
LVA,GGNLEND,TOT,PC_GDP,A,2017,-0.781425506,
LVA,GGNLEND,TOT,PC_GDP,A,2018,-0.812317691,
LVA,GGNLEND,TOT,PC_GDP,A,2019,-0.572631916,
COL,GGNLEND,TOT,PC_GDP,A,2005,-2.520135638,
COL,GGNLEND,TOT,PC_GDP,A,2006,-1.557373612,
COL,GGNLEND,TOT,PC_GDP,A,2007,-1.714328387,
COL,GGNLEND,TOT,PC_GDP,A,2008,-0.455772064,
COL,GGNLEND,TOT,PC_GDP,A,2009,-0.721329256,
COL,GGNLEND,TOT,PC_GDP,A,2010,-0.806712495,
COL,GGNLEND,TOT,PC_GDP,A,2011,-0.477849773,
COL,GGNLEND,TOT,PC_GDP,A,2012,-0.400896015,
COL,GGNLEND,TOT,PC_GDP,A,2013,-1.527112015,
COL,GGNLEND,TOT,PC_GDP,A,2014,-3.115074918,
COL,GGNLEND,TOT,PC_GDP,A,2015,-3.147166866,
COL,GGNLEND,TOT,PC_GDP,A,2016,-4.866274129,
COL,GGNLEND,TOT,PC_GDP,A,2017,-4.84143444,
COL,GGNLEND,TOT,PC_GDP,A,2018,-4.710370198,E
COL,GGNLEND,TOT,PC_GDP,A,2019,-3.992730728,E
CRI,GGNLEND,TOT,PC_GDP,A,2000,-0.910804621,
CRI,GGNLEND,TOT,PC_GDP,A,2001,-1.431495833,
CRI,GGNLEND,TOT,PC_GDP,A,2002,-2.260318127,
CRI,GGNLEND,TOT,PC_GDP,A,2003,-1.162101986,
CRI,GGNLEND,TOT,PC_GDP,A,2004,-1.3808834,
CRI,GGNLEND,TOT,PC_GDP,A,2005,-2.434348114,
CRI,GGNLEND,TOT,PC_GDP,A,2006,0.19022519,
CRI,GGNLEND,TOT,PC_GDP,A,2007,1.224664209,
CRI,GGNLEND,TOT,PC_GDP,A,2008,-1.572621123,
CRI,GGNLEND,TOT,PC_GDP,A,2009,-2.778997414,
CRI,GGNLEND,TOT,PC_GDP,A,2010,-5.937777199,
CRI,GGNLEND,TOT,PC_GDP,A,2011,-4.639993297,
CRI,GGNLEND,TOT,PC_GDP,A,2012,-1.731254559,
CRI,GGNLEND,TOT,PC_GDP,A,2013,-2.614251015,
CRI,GGNLEND,TOT,PC_GDP,A,2014,-1.410251919,
CRI,GGNLEND,TOT,PC_GDP,A,2015,-2.436736402,
CRI,GGNLEND,TOT,PC_GDP,A,2016,-2.302226618,
CRI,GGNLEND,TOT,PC_GDP,A,2017,-2.888096088,
CRI,GGNLEND,TOT,PC_GDP,A,2018,-2.967618617,E
CRI,GGNLEND,TOT,PC_GDP,A,2019,-3.870589629,E
LTU,GGNLEND,TOT,PC_GDP,A,1995,-1.547675881,
LTU,GGNLEND,TOT,PC_GDP,A,1996,-3.250458279,
LTU,GGNLEND,TOT,PC_GDP,A,1997,-11.75533999,
LTU,GGNLEND,TOT,PC_GDP,A,1998,-3.032654496,
LTU,GGNLEND,TOT,PC_GDP,A,1999,-2.822196589,
LTU,GGNLEND,TOT,PC_GDP,A,2000,-3.188705304,
LTU,GGNLEND,TOT,PC_GDP,A,2001,-3.531125763,
LTU,GGNLEND,TOT,PC_GDP,A,2002,-1.857434997,
LTU,GGNLEND,TOT,PC_GDP,A,2003,-1.265631237,
LTU,GGNLEND,TOT,PC_GDP,A,2004,-1.393587219,
LTU,GGNLEND,TOT,PC_GDP,A,2005,-0.343431523,
LTU,GGNLEND,TOT,PC_GDP,A,2006,-0.272386184,
LTU,GGNLEND,TOT,PC_GDP,A,2007,-0.816153063,
LTU,GGNLEND,TOT,PC_GDP,A,2008,-3.08645102,
LTU,GGNLEND,TOT,PC_GDP,A,2009,-9.118443988,
LTU,GGNLEND,TOT,PC_GDP,A,2010,-6.900444061,
LTU,GGNLEND,TOT,PC_GDP,A,2011,-8.927798652,
LTU,GGNLEND,TOT,PC_GDP,A,2012,-3.140467803,
LTU,GGNLEND,TOT,PC_GDP,A,2013,-2.605705131,
LTU,GGNLEND,TOT,PC_GDP,A,2014,-0.618330041,
LTU,GGNLEND,TOT,PC_GDP,A,2015,-0.269749944,
LTU,GGNLEND,TOT,PC_GDP,A,2016,0.232271329,
LTU,GGNLEND,TOT,PC_GDP,A,2017,0.45424981,
LTU,GGNLEND,TOT,PC_GDP,A,2018,0.597479914,
LTU,GGNLEND,TOT,PC_GDP,A,2019,0.267842304,
IDN,GGNLEND,TOT,PC_GDP,A,2010,-0.339626136,
IDN,GGNLEND,TOT,PC_GDP,A,2011,-1.035158789,
IDN,GGNLEND,TOT,PC_GDP,A,2012,-1.343365363,
IDN,GGNLEND,TOT,PC_GDP,A,2013,-2.074064223,
IDN,GGNLEND,TOT,PC_GDP,A,2014,-1.858321632,
IDN,GGNLEND,TOT,PC_GDP,A,2015,-2.692746994,
IDN,GGNLEND,TOT,PC_GDP,A,2016,-2.305742381,
IDN,GGNLEND,TOT,PC_GDP,A,2017,-2.114759132,
IDN,GGNLEND,TOT,PC_GDP,A,2018,-1.605938924,
